Fuel_Type,Country,Code,Year,Share_Percent
Gas,Argentina,ARG,2009,49.073345
Gas,Argentina,ARG,2010,47.611855
Gas,Argentina,ARG,2011,48.223763
Gas,Argentina,ARG,2012,48.388145
Gas,Argentina,ARG,2013,46.900116
Gas,Argentina,ARG,2014,47.103756
Gas,Argentina,ARG,2015,46.79576
Gas,Argentina,ARG,2016,48.578026
Gas,Argentina,ARG,2017,48.719154
Gas,Argentina,ARG,2018,49.47667
Gas,Argentina,ARG,2019,50.20596
Gas,Argentina,ARG,2020,50.50564
Gas,Argentina,ARG,2021,47.924736
Gas,Argentina,ARG,2022,44.544086
Gas,Argentina,ARG,2023,44.066475
Gas,Australia,AUS,2000,15.747886
Gas,Australia,AUS,2001,16.85386
Gas,Australia,AUS,2002,17.003838
Gas,Australia,AUS,2003,16.89685
Gas,Australia,AUS,2004,16.699562
Gas,Australia,AUS,2005,16.491634
Gas,Australia,AUS,2006,17.638287
Gas,Australia,AUS,2007,19.26733
Gas,Australia,AUS,2008,18.629047
Gas,Australia,AUS,2009,19.301474
Gas,Australia,AUS,2010,21.013796
Gas,Australia,AUS,2011,21.225405
Gas,Australia,AUS,2012,21.668228
Gas,Australia,AUS,2013,22.499868
Gas,Australia,AUS,2014,23.982605
Gas,Australia,AUS,2015,24.352512
Gas,Australia,AUS,2016,23.624403
Gas,Australia,AUS,2017,23.278807
Gas,Australia,AUS,2018,22.886814
Gas,Australia,AUS,2019,26.226866
Gas,Australia,AUS,2020,26.696508
Gas,Australia,AUS,2021,24.904875
Gas,Australia,AUS,2022,26.024347
Gas,Australia,AUS,2023,23.989574
Gas,Austria,AUT,2000,19.790218
Gas,Austria,AUT,2001,20.38448
Gas,Austria,AUT,2002,20.029432
Gas,Austria,AUT,2003,21.984037
Gas,Austria,AUT,2004,21.420462
Gas,Austria,AUT,2005,22.088102
Gas,Austria,AUT,2006,21.023577
Gas,Austria,AUT,2007,20.16565
Gas,Austria,AUT,2008,21.359877
Gas,Austria,AUT,2009,21.553219
Gas,Austria,AUT,2010,22.803041
Gas,Austria,AUT,2011,22.84041
Gas,Austria,AUT,2012,20.811037
Gas,Austria,AUT,2013,19.959631
Gas,Austria,AUT,2014,19.020462
Gas,Austria,AUT,2015,20.101997
Gas,Austria,AUT,2016,20.364132
Gas,Austria,AUT,2017,21.720629
Gas,Austria,AUT,2018,21.270504
Gas,Austria,AUT,2019,20.797348
Gas,Austria,AUT,2020,21.310448
Gas,Austria,AUT,2021,22.203703
Gas,Austria,AUT,2022,20.835886
Gas,Austria,AUT,2023,17.882238
Gas,Azerbaijan,AZE,2000,40.004963
Gas,Azerbaijan,AZE,2001,59.55978
Gas,Azerbaijan,AZE,2002,60.49841
Gas,Azerbaijan,AZE,2003,57.282753
Gas,Azerbaijan,AZE,2004,59.37388
Gas,Azerbaijan,AZE,2005,56.572617
Gas,Azerbaijan,AZE,2006,60.805565
Gas,Azerbaijan,AZE,2007,58.1512
Gas,Azerbaijan,AZE,2008,66.48942
Gas,Azerbaijan,AZE,2009,65.92986
Gas,Azerbaijan,AZE,2010,63.51653
Gas,Azerbaijan,AZE,2011,61.304886
Gas,Azerbaijan,AZE,2012,62.472553
Gas,Azerbaijan,AZE,2013,61.072956
Gas,Azerbaijan,AZE,2014,62.670853
Gas,Azerbaijan,AZE,2015,64.87111
Gas,Azerbaijan,AZE,2016,64.225266
Gas,Azerbaijan,AZE,2017,63.590015
Gas,Azerbaijan,AZE,2018,61.39533
Gas,Azerbaijan,AZE,2019,63.420288
Gas,Azerbaijan,AZE,2020,66.873344
Gas,Azerbaijan,AZE,2021,64.88219
Gas,Azerbaijan,AZE,2022,64.75086
Gas,Azerbaijan,AZE,2023,66.366806
Gas,Bangladesh,BGD,2000,66.5452
Gas,Bangladesh,BGD,2001,65.193985
Gas,Bangladesh,BGD,2002,68.39459
Gas,Bangladesh,BGD,2003,69.60178
Gas,Bangladesh,BGD,2004,70.36788
Gas,Bangladesh,BGD,2005,69.75856
Gas,Bangladesh,BGD,2006,69.813034
Gas,Bangladesh,BGD,2007,72.486244
Gas,Bangladesh,BGD,2008,73.51121
Gas,Bangladesh,BGD,2009,76.43682
Gas,Bangladesh,BGD,2010,76.70546
Gas,Bangladesh,BGD,2011,72.120384
Gas,Bangladesh,BGD,2012,72.33798
Gas,Bangladesh,BGD,2013,71.63322
Gas,Bangladesh,BGD,2014,72.30166
Gas,Bangladesh,BGD,2015,67.150276
Gas,Bangladesh,BGD,2016,68.41265
Gas,Bangladesh,BGD,2017,66.01323
Gas,Bangladesh,BGD,2018,63.758553
Gas,Bangladesh,BGD,2019,64.11772
Gas,Bangladesh,BGD,2020,65.41846
Gas,Bangladesh,BGD,2021,62.165146
Gas,Bangladesh,BGD,2022,55.38344
Gas,Bangladesh,BGD,2023,55.312653
Gas,Belarus,BLR,2000,59.583046
Gas,Belarus,BLR,2001,60.935314
Gas,Belarus,BLR,2002,60.60127
Gas,Belarus,BLR,2003,60.029728
Gas,Belarus,BLR,2004,65.02524
Gas,Belarus,BLR,2005,66.88582
Gas,Belarus,BLR,2006,64.19733
Gas,Belarus,BLR,2007,66.06641
Gas,Belarus,BLR,2008,66.77999
Gas,Belarus,BLR,2009,59.932953
Gas,Belarus,BLR,2010,67.695244
Gas,Belarus,BLR,2011,63.941437
Gas,Belarus,BLR,2012,59.679985
Gas,Belarus,BLR,2013,65.4994
Gas,Belarus,BLR,2014,64.84862
Gas,Belarus,BLR,2015,67.04675
Gas,Belarus,BLR,2016,65.20408
Gas,Belarus,BLR,2017,65.536865
Gas,Belarus,BLR,2018,62.86886
Gas,Belarus,BLR,2019,62.063133
Gas,Belarus,BLR,2020,61.94854
Gas,Belarus,BLR,2021,61.301605
Gas,Belarus,BLR,2022,62.726463
Gas,Belarus,BLR,2023,56.69017
Gas,Belgium,BEL,2000,20.886938
Gas,Belgium,BEL,2001,20.814844
Gas,Belgium,BEL,2002,21.585651
Gas,Belgium,BEL,2003,22.14359
Gas,Belgium,BEL,2004,22.479141
Gas,Belgium,BEL,2005,22.342384
Gas,Belgium,BEL,2006,22.933207
Gas,Belgium,BEL,2007,22.94661
Gas,Belgium,BEL,2008,22.432238
Gas,Belgium,BEL,2009,24.549957
Gas,Belgium,BEL,2010,25.373951
Gas,Belgium,BEL,2011,23.156084
Gas,Belgium,BEL,2012,24.440681
Gas,Belgium,BEL,2013,23.553627
Gas,Belgium,BEL,2014,22.220968
Gas,Belgium,BEL,2015,24.108181
Gas,Belgium,BEL,2016,22.817606
Gas,Belgium,BEL,2017,22.91923
Gas,Belgium,BEL,2018,23.625734
Gas,Belgium,BEL,2019,23.54563
Gas,Belgium,BEL,2020,25.59921
Gas,Belgium,BEL,2021,22.971123
Gas,Belgium,BEL,2022,20.955696
Gas,Belgium,BEL,2023,21.347025
Gas,Brazil,BRA,2000,4.1177244
Gas,Brazil,BRA,2001,5.3468595
Gas,Brazil,BRA,2002,6.1767874
Gas,Brazil,BRA,2003,6.7849116
Gas,Brazil,BRA,2004,7.6949625
Gas,Brazil,BRA,2005,7.812121
Gas,Brazil,BRA,2006,7.996457
Gas,Brazil,BRA,2007,7.7368946
Gas,Brazil,BRA,2008,8.730471
Gas,Brazil,BRA,2009,7.0817156
Gas,Brazil,BRA,2010,8.65823
Gas,Brazil,BRA,2011,8.33895
Gas,Brazil,BRA,2012,9.603023
Gas,Brazil,BRA,2013,11.048774
Gas,Brazil,BRA,2014,11.40592
Gas,Brazil,BRA,2015,12.208434
Gas,Brazil,BRA,2016,10.805971
Gas,Brazil,BRA,2017,10.866908
Gas,Brazil,BRA,2018,10.32541
Gas,Brazil,BRA,2019,10.114307
Gas,Brazil,BRA,2020,9.257598
Gas,Brazil,BRA,2021,11.3274145
Gas,Brazil,BRA,2022,8.570713
Gas,Brazil,BRA,2023,7.781578
Gas,Bulgaria,BGR,2000,15.672411
Gas,Bulgaria,BGR,2001,12.753079
Gas,Bulgaria,BGR,2002,11.656808
Gas,Bulgaria,BGR,2003,11.907121
Gas,Bulgaria,BGR,2004,12.022461
Gas,Bulgaria,BGR,2005,13.835661
Gas,Bulgaria,BGR,2006,13.98291
Gas,Bulgaria,BGR,2007,14.580057
Gas,Bulgaria,BGR,2008,14.734038
Gas,Bulgaria,BGR,2009,12.005426
Gas,Bulgaria,BGR,2010,12.636596
Gas,Bulgaria,BGR,2011,13.6213665
Gas,Bulgaria,BGR,2012,13.359177
Gas,Bulgaria,BGR,2013,13.903507
Gas,Bulgaria,BGR,2014,12.933801
Gas,Bulgaria,BGR,2015,13.353856
Gas,Bulgaria,BGR,2016,14.663514
Gas,Bulgaria,BGR,2017,14.729725
Gas,Bulgaria,BGR,2018,13.815032
Gas,Bulgaria,BGR,2019,13.3815
Gas,Bulgaria,BGR,2020,14.949028
Gas,Bulgaria,BGR,2021,14.880875
Gas,Bulgaria,BGR,2022,11.781003
Gas,Bulgaria,BGR,2023,12.676435
Gas,Canada,CAN,2000,24.460857
Gas,Canada,CAN,2001,23.527407
Gas,Canada,CAN,2002,23.68189
Gas,Canada,CAN,2003,24.194096
Gas,Canada,CAN,2004,23.306318
Gas,Canada,CAN,2005,23.091442
Gas,Canada,CAN,2006,23.084478
Gas,Canada,CAN,2007,23.917301
Gas,Canada,CAN,2008,23.917671
Gas,Canada,CAN,2009,24.135235
Gas,Canada,CAN,2010,24.40309
Gas,Canada,CAN,2011,25.8221
Gas,Canada,CAN,2012,25.455067
Gas,Canada,CAN,2013,26.366419
Gas,Canada,CAN,2014,27.407307
Gas,Canada,CAN,2015,27.450573
Gas,Canada,CAN,2016,26.515575
Gas,Canada,CAN,2017,27.150627
Gas,Canada,CAN,2018,28.773932
Gas,Canada,CAN,2019,29.168785
Gas,Canada,CAN,2020,30.167473
Gas,Canada,CAN,2021,30.677277
Gas,Canada,CAN,2022,31.171783
Gas,Canada,CAN,2023,31.156326
Gas,Chile,CHL,2000,22.817997
Gas,Chile,CHL,2001,25.37189
Gas,Chile,CHL,2002,24.99279
Gas,Chile,CHL,2003,26.896626
Gas,Chile,CHL,2004,27.34547
Gas,Chile,CHL,2005,25.488585
Gas,Chile,CHL,2006,22.7989
Gas,Chile,CHL,2007,13.452808
Gas,Chile,CHL,2008,7.487426
Gas,Chile,CHL,2009,7.886962
Gas,Chile,CHL,2010,15.770822
Gas,Chile,CHL,2011,15.131803
Gas,Chile,CHL,2012,13.161722
Gas,Chile,CHL,2013,12.839792
Gas,Chile,CHL,2014,10.74131
Gas,Chile,CHL,2015,11.646399
Gas,Chile,CHL,2016,13.635066
Gas,Chile,CHL,2017,12.467273
Gas,Chile,CHL,2018,12.037024
Gas,Chile,CHL,2019,13.741249
Gas,Chile,CHL,2020,14.092093
Gas,Chile,CHL,2021,14.308125
Gas,Chile,CHL,2022,14.430158
Gas,Chile,CHL,2023,13.915722
Gas,China,CHN,2000,2.0928097
Gas,China,CHN,2001,2.2169714
Gas,China,CHN,2002,2.1658697
Gas,China,CHN,2003,2.160393
Gas,China,CHN,2004,2.1602287
Gas,China,CHN,2005,2.23402
Gas,China,CHN,2006,2.5070689
Gas,China,CHN,2007,2.837489
Gas,China,CHN,2008,3.1487875
Gas,China,CHN,2009,3.3220797
Gas,China,CHN,2010,3.7470925
Gas,China,CHN,2011,4.3132677
Gas,China,CHN,2012,4.6247168
Gas,China,CHN,2013,5.0772676
Gas,China,CHN,2014,5.42379
Gas,China,CHN,2015,5.5410295
Gas,China,CHN,2016,5.936924
Gas,China,CHN,2017,6.582708
Gas,China,CHN,2018,7.3920503
Gas,China,CHN,2019,7.6732516
Gas,China,CHN,2020,8.112489
Gas,China,CHN,2021,8.67261
Gas,China,CHN,2022,8.48335
Gas,China,CHN,2023,8.535924
Gas,Colombia,COL,2000,18.256184
Gas,Colombia,COL,2001,18.742994
Gas,Colombia,COL,2002,18.9271
Gas,Colombia,COL,2003,17.809328
Gas,Colombia,COL,2004,18.068533
Gas,Colombia,COL,2005,19.283024
Gas,Colombia,COL,2006,17.525686
Gas,Colombia,COL,2007,18.256844
Gas,Colombia,COL,2008,17.810211
Gas,Colombia,COL,2009,20.752075
Gas,Colombia,COL,2010,20.59613
Gas,Colombia,COL,2011,19.186653
Gas,Colombia,COL,2012,20.05771
Gas,Colombia,COL,2013,21.600824
Gas,Colombia,COL,2014,22.296076
Gas,Colombia,COL,2015,23.193333
Gas,Colombia,COL,2016,22.159555
Gas,Colombia,COL,2017,21.521713
Gas,Colombia,COL,2018,22.796404
Gas,Colombia,COL,2019,22.853245
Gas,Colombia,COL,2020,25.600927
Gas,Colombia,COL,2021,21.969086
Gas,Colombia,COL,2022,20.628925
Gas,Colombia,COL,2023,20.837578
Gas,Croatia,HRV,2000,26.613722
Gas,Croatia,HRV,2001,26.522926
Gas,Croatia,HRV,2002,27.126968
Gas,Croatia,HRV,2003,25.773
Gas,Croatia,HRV,2004,25.708393
Gas,Croatia,HRV,2005,25.147469
Gas,Croatia,HRV,2006,25.177649
Gas,Croatia,HRV,2007,28.795341
Gas,Croatia,HRV,2008,28.06335
Gas,Croatia,HRV,2009,26.24679
Gas,Croatia,HRV,2010,28.27727
Gas,Croatia,HRV,2011,31.648714
Gas,Croatia,HRV,2012,32.040813
Gas,Croatia,HRV,2013,27.622684
Gas,Croatia,HRV,2014,24.462055
Gas,Croatia,HRV,2015,26.601124
Gas,Croatia,HRV,2016,26.647717
Gas,Croatia,HRV,2017,30.59256
Gas,Croatia,HRV,2018,27.157953
Gas,Croatia,HRV,2019,29.204142
Gas,Croatia,HRV,2020,32.13897
Gas,Croatia,HRV,2021,28.73686
Gas,Croatia,HRV,2022,26.624268
Gas,Croatia,HRV,2023,24.714203
Gas,Czechia,CZE,2000,18.382732
Gas,Czechia,CZE,2001,19.249823
Gas,Czechia,CZE,2002,18.54572
Gas,Czechia,CZE,2003,17.725143
Gas,Czechia,CZE,2004,17.159725
Gas,Czechia,CZE,2005,17.241241
Gas,Czechia,CZE,2006,16.679922
Gas,Czechia,CZE,2007,16.074974
Gas,Czechia,CZE,2008,16.243223
Gas,Czechia,CZE,2009,16.057577
Gas,Czechia,CZE,2010,18.270988
Gas,Czechia,CZE,2011,15.775763
Gas,Czechia,CZE,2012,15.965235
Gas,Czechia,CZE,2013,16.47966
Gas,Czechia,CZE,2014,14.98072
Gas,Czechia,CZE,2015,16.016977
Gas,Czechia,CZE,2016,17.57198
Gas,Czechia,CZE,2017,17.0711
Gas,Czechia,CZE,2018,16.323986
Gas,Czechia,CZE,2019,17.419678
Gas,Czechia,CZE,2020,19.12109
Gas,Czechia,CZE,2021,19.445345
Gas,Czechia,CZE,2022,16.185968
Gas,Czechia,CZE,2023,15.819395
Gas,Denmark,DNK,2000,21.570894
Gas,Denmark,DNK,2001,22.475195
Gas,Denmark,DNK,2002,22.731451
Gas,Denmark,DNK,2003,21.317492
Gas,Denmark,DNK,2004,22.4084
Gas,Denmark,DNK,2005,22.261057
Gas,Denmark,DNK,2006,20.738462
Gas,Denmark,DNK,2007,19.510849
Gas,Denmark,DNK,2008,20.31578
Gas,Denmark,DNK,2009,20.75475
Gas,Denmark,DNK,2010,21.968185
Gas,Denmark,DNK,2011,19.67359
Gas,Denmark,DNK,2012,19.782791
Gas,Denmark,DNK,2013,18.09041
Gas,Denmark,DNK,2014,16.159271
Gas,Denmark,DNK,2015,16.631533
Gas,Denmark,DNK,2016,16.6926
Gas,Denmark,DNK,2017,15.844555
Gas,Denmark,DNK,2018,15.595706
Gas,Denmark,DNK,2019,14.78112
Gas,Denmark,DNK,2020,13.160236
Gas,Denmark,DNK,2021,12.50809
Gas,Denmark,DNK,2022,8.581815
Gas,Denmark,DNK,2023,8.337896
Gas,Ecuador,ECU,2000,3.138449
Gas,Ecuador,ECU,2001,3.1532865
Gas,Ecuador,ECU,2002,1.2719383
Gas,Ecuador,ECU,2003,2.167631
Gas,Ecuador,ECU,2004,4.7160187
Gas,Ecuador,ECU,2005,4.5746183
Gas,Ecuador,ECU,2006,4.7259965
Gas,Ecuador,ECU,2007,4.0731506
Gas,Ecuador,ECU,2008,3.481112
Gas,Ecuador,ECU,2009,4.204917
Gas,Ecuador,ECU,2010,3.9879208
Gas,Ecuador,ECU,2011,3.4058657
Gas,Ecuador,ECU,2012,4.3060646
Gas,Ecuador,ECU,2013,4.7417173
Gas,Ecuador,ECU,2014,4.627373
Gas,Ecuador,ECU,2015,4.3661265
Gas,Ecuador,ECU,2016,4.729407
Gas,Ecuador,ECU,2017,4.451742
Gas,Ecuador,ECU,2018,3.7613158
Gas,Ecuador,ECU,2019,3.2754426
Gas,Ecuador,ECU,2020,3.2285664
Gas,Ecuador,ECU,2021,2.9343474
Gas,Ecuador,ECU,2022,2.4102318
Gas,Ecuador,ECU,2023,2.1090913
Gas,Egypt,EGY,2000,33.859043
Gas,Egypt,EGY,2001,39.744984
Gas,Egypt,EGY,2002,41.796814
Gas,Egypt,EGY,2003,44.25173
Gas,Egypt,EGY,2004,44.73437
Gas,Egypt,EGY,2005,43.48624
Gas,Egypt,EGY,2006,47.690926
Gas,Egypt,EGY,2007,47.058975
Gas,Egypt,EGY,2008,47.25499
Gas,Egypt,EGY,2009,47.517826
Gas,Egypt,EGY,2010,48.506092
Gas,Egypt,EGY,2011,50.722797
Gas,Egypt,EGY,2012,51.675564
Gas,Egypt,EGY,2013,50.860954
Gas,Egypt,EGY,2014,48.04586
Gas,Egypt,EGY,2015,47.145157
Gas,Egypt,EGY,2016,47.904484
Gas,Egypt,EGY,2017,52.237232
Gas,Egypt,EGY,2018,55.626575
Gas,Egypt,EGY,2019,56.16815
Gas,Egypt,EGY,2020,58.952343
Gas,Egypt,EGY,2021,58.677906
Gas,Egypt,EGY,2022,54.761982
Gas,Egypt,EGY,2023,54.897034
Gas,Estonia,EST,2000,13.873455
Gas,Estonia,EST,2001,14.283666
Gas,Estonia,EST,2002,12.02717
Gas,Estonia,EST,2003,12.59042
Gas,Estonia,EST,2004,14.051618
Gas,Estonia,EST,2005,14.427074
Gas,Estonia,EST,2006,14.759273
Gas,Estonia,EST,2007,12.66924
Gas,Estonia,EST,2008,13.205904
Gas,Estonia,EST,2009,10.399355
Gas,Estonia,EST,2010,8.943682
Gas,Estonia,EST,2011,8.022248
Gas,Estonia,EST,2012,8.631358
Gas,Estonia,EST,2013,8.331033
Gas,Estonia,EST,2014,6.830366
Gas,Estonia,EST,2015,6.6169868
Gas,Estonia,EST,2016,7.038633
Gas,Estonia,EST,2017,6.228993
Gas,Estonia,EST,2018,6.4248047
Gas,Estonia,EST,2019,7.425917
Gas,Estonia,EST,2020,7.3220806
Gas,Estonia,EST,2021,7.9203486
Gas,Estonia,EST,2022,6.367783
Gas,Estonia,EST,2023,6.663083
Gas,Finland,FIN,2000,10.9743595
Gas,Finland,FIN,2001,11.654604
Gas,Finland,FIN,2002,11.514011
Gas,Finland,FIN,2003,11.900912
Gas,Finland,FIN,2004,11.514188
Gas,Finland,FIN,2005,11.587267
Gas,Finland,FIN,2006,11.545916
Gas,Finland,FIN,2007,10.717114
Gas,Finland,FIN,2008,11.365281
Gas,Finland,FIN,2009,10.952637
Gas,Finland,FIN,2010,11.123363
Gas,Finland,FIN,2011,10.322274
Gas,Finland,FIN,2012,9.382928
Gas,Finland,FIN,2013,8.69123
Gas,Finland,FIN,2014,8.051796
Gas,Finland,FIN,2015,6.9562397
Gas,Finland,FIN,2016,6.009479
Gas,Finland,FIN,2017,5.6000233
Gas,Finland,FIN,2018,6.2942476
Gas,Finland,FIN,2019,6.22002
Gas,Finland,FIN,2020,6.5991597
Gas,Finland,FIN,2021,6.460434
Gas,Finland,FIN,2022,3.505375
Gas,Finland,FIN,2023,3.5959537
Gas,France,FRA,2000,13.341104
Gas,France,FRA,2001,13.893654
Gas,France,FRA,2002,13.977364
Gas,France,FRA,2003,14.502448
Gas,France,FRA,2004,14.682584
Gas,France,FRA,2005,15.127259
Gas,France,FRA,2006,14.727251
Gas,France,FRA,2007,14.552662
Gas,France,FRA,2008,15.036884
Gas,France,FRA,2009,15.377261
Gas,France,FRA,2010,16.514708
Gas,France,FRA,2011,14.849374
Gas,France,FRA,2012,15.357245
Gas,France,FRA,2013,15.4380665
Gas,France,FRA,2014,13.553977
Gas,France,FRA,2015,14.4393425
Gas,France,FRA,2016,16.102226
Gas,France,FRA,2017,16.249369
Gas,France,FRA,2018,15.360006
Gas,France,FRA,2019,15.995984
Gas,France,FRA,2020,16.624365
Gas,France,FRA,2021,16.595072
Gas,France,FRA,2022,16.693832
Gas,France,FRA,2023,14.07118
Gas,Germany,DEU,2000,20.792593
Gas,Germany,DEU,2001,21.524124
Gas,Germany,DEU,2002,21.76441
Gas,Germany,DEU,2003,22.03531
Gas,Germany,DEU,2004,22.150478
Gas,Germany,DEU,2005,22.783083
Gas,Germany,DEU,2006,22.648481
Gas,Germany,DEU,2007,22.76562
Gas,Germany,DEU,2008,22.746689
Gas,Germany,DEU,2009,22.86729
Gas,Germany,DEU,2010,22.892588
Gas,Germany,DEU,2011,21.791906
Gas,Germany,DEU,2012,21.560837
Gas,Germany,DEU,2013,21.965609
Gas,Germany,DEU,2014,19.915304
Gas,Germany,DEU,2015,20.353468
Gas,Germany,DEU,2016,22.097054
Gas,Germany,DEU,2017,22.565706
Gas,Germany,DEU,2018,22.665764
Gas,Germany,DEU,2019,24.164248
Gas,Germany,DEU,2020,25.293404
Gas,Germany,DEU,2021,25.881207
Gas,Germany,DEU,2022,22.720396
Gas,Germany,DEU,2023,23.872103
Gas,Greece,GRC,2000,5.2544603
Gas,Greece,GRC,2001,5.1445403
Gas,Greece,GRC,2002,5.527834
Gas,Greece,GRC,2003,5.904907
Gas,Greece,GRC,2004,6.492372
Gas,Greece,GRC,2005,6.5145397
Gas,Greece,GRC,2006,7.462329
Gas,Greece,GRC,2007,9.268578
Gas,Greece,GRC,2008,10.940577
Gas,Greece,GRC,2009,9.539083
Gas,Greece,GRC,2010,10.950178
Gas,Greece,GRC,2011,13.762994
Gas,Greece,GRC,2012,13.445284
Gas,Greece,GRC,2013,12.626171
Gas,Greece,GRC,2014,10.263703
Gas,Greece,GRC,2015,10.947708
Gas,Greece,GRC,2016,14.469404
Gas,Greece,GRC,2017,16.626457
Gas,Greece,GRC,2018,16.185291
Gas,Greece,GRC,2019,18.171444
Gas,Greece,GRC,2020,22.901318
Gas,Greece,GRC,2021,23.072645
Gas,Greece,GRC,2022,19.713528
Gas,Greece,GRC,2023,17.636091
Gas,Hong Kong,HKG,2008,10.528732
Gas,Hong Kong,HKG,2009,9.364365
Gas,Hong Kong,HKG,2010,11.191111
Gas,Hong Kong,HKG,2011,8.6919775
Gas,Hong Kong,HKG,2012,8.32863
Gas,Hong Kong,HKG,2013,7.640358
Gas,Hong Kong,HKG,2014,7.5251617
Gas,Hong Kong,HKG,2015,9.329535
Gas,Hong Kong,HKG,2016,9.331556
Gas,Hong Kong,HKG,2017,8.67182
Gas,Hong Kong,HKG,2018,8.299151
Gas,Hong Kong,HKG,2019,9.044292
Gas,Hong Kong,HKG,2020,19.173439
Gas,Hong Kong,HKG,2021,19.808643
Gas,Hong Kong,HKG,2022,20.842344
Gas,Hong Kong,HKG,2023,19.313961
Gas,Hungary,HUN,2000,39.99542
Gas,Hungary,HUN,2001,43.305126
Gas,Hungary,HUN,2002,44.756573
Gas,Hungary,HUN,2003,48.607937
Gas,Hungary,HUN,2004,47.14459
Gas,Hungary,HUN,2005,45.654945
Gas,Hungary,HUN,2006,44.1111
Gas,Hungary,HUN,2007,41.765614
Gas,Hungary,HUN,2008,41.791073
Gas,Hungary,HUN,2009,39.03224
Gas,Hungary,HUN,2010,41.08821
Gas,Hungary,HUN,2011,40.500877
Gas,Hungary,HUN,2012,38.786747
Gas,Hungary,HUN,2013,38.14521
Gas,Hungary,HUN,2014,34.07753
Gas,Hungary,HUN,2015,34.69837
Gas,Hungary,HUN,2016,36.541733
Gas,Hungary,HUN,2017,36.88964
Gas,Hungary,HUN,2018,35.48055
Gas,Hungary,HUN,2019,35.810368
Gas,Hungary,HUN,2020,37.70604
Gas,Hungary,HUN,2021,38.070374
Gas,Hungary,HUN,2022,34.420948
Gas,Hungary,HUN,2023,32.359695
Gas,Iceland,ISL,2007,0
Gas,India,IND,2000,6.808044
Gas,India,IND,2001,6.7972755
Gas,India,IND,2002,6.860172
Gas,India,IND,2003,7.091283
Gas,India,IND,2004,7.046082
Gas,India,IND,2005,7.4484653
Gas,India,IND,2006,7.389944
Gas,India,IND,2007,7.3658295
Gas,India,IND,2008,7.170709
Gas,India,IND,2009,8.19581
Gas,India,IND,2010,9.431858
Gas,India,IND,2011,9.144794
Gas,India,IND,2012,8.015774
Gas,India,IND,2013,6.8284183
Gas,India,IND,2014,6.32849
Gas,India,IND,2015,6.0288486
Gas,India,IND,2016,6.1304965
Gas,India,IND,2017,6.2320046
Gas,India,IND,2018,6.381558
Gas,India,IND,2019,6.3590884
Gas,India,IND,2020,6.837059
Gas,India,IND,2021,6.507272
Gas,India,IND,2022,5.765594
Gas,India,IND,2023,5.777001
Gas,Indonesia,IDN,2000,28.3667
Gas,Indonesia,IDN,2001,27.38966
Gas,Indonesia,IDN,2002,28.978369
Gas,Indonesia,IDN,2003,28.478214
Gas,Indonesia,IDN,2004,26.312658
Gas,Indonesia,IDN,2005,25.701406
Gas,Indonesia,IDN,2006,25.768131
Gas,Indonesia,IDN,2007,22.411892
Gas,Indonesia,IDN,2008,25.387615
Gas,Indonesia,IDN,2009,26.21167
Gas,Indonesia,IDN,2010,25.338951
Gas,Indonesia,IDN,2011,23.271074
Gas,Indonesia,IDN,2012,22.666666
Gas,Indonesia,IDN,2013,23.458702
Gas,Indonesia,IDN,2014,23.142635
Gas,Indonesia,IDN,2015,23.59845
Gas,Indonesia,IDN,2016,23.946064
Gas,Indonesia,IDN,2017,22.624397
Gas,Indonesia,IDN,2018,21.045012
Gas,Indonesia,IDN,2019,19.772072
Gas,Indonesia,IDN,2020,19.679016
Gas,Indonesia,IDN,2021,19.39176
Gas,Indonesia,IDN,2022,15.77976
Gas,Indonesia,IDN,2023,16.185648
Gas,Iran,IRN,2000,42.56211
Gas,Iran,IRN,2001,44.588734
Gas,Iran,IRN,2002,48.095104
Gas,Iran,IRN,2003,48.4706
Gas,Iran,IRN,2004,50.90511
Gas,Iran,IRN,2005,50.016445
Gas,Iran,IRN,2006,49.891747
Gas,Iran,IRN,2007,52.59657
Gas,Iran,IRN,2008,54.139828
Gas,Iran,IRN,2009,56.653214
Gas,Iran,IRN,2010,59.40271
Gas,Iran,IRN,2011,60.6102
Gas,Iran,IRN,2012,59.78435
Gas,Iran,IRN,2013,58.006264
Gas,Iran,IRN,2014,62.623985
Gas,Iran,IRN,2015,67.26261
Gas,Iran,IRN,2016,68.052986
Gas,Iran,IRN,2017,68.441185
Gas,Iran,IRN,2018,68.68506
Gas,Iran,IRN,2019,66.90915
Gas,Iran,IRN,2020,69.88504
Gas,Iran,IRN,2021,69.09315
Gas,Iran,IRN,2022,69.05395
Gas,Iran,IRN,2023,69.5399
Gas,Iraq,IRQ,2017,20.138794
Gas,Iraq,IRQ,2018,24.72591
Gas,Iraq,IRQ,2019,30.476402
Gas,Ireland,IRL,2000,23.099136
Gas,Ireland,IRL,2001,22.80062
Gas,Ireland,IRL,2002,23.637852
Gas,Ireland,IRL,2003,24.061659
Gas,Ireland,IRL,2004,23.555084
Gas,Ireland,IRL,2005,21.489424
Gas,Ireland,IRL,2006,23.6258
Gas,Ireland,IRL,2007,25.25514
Gas,Ireland,IRL,2008,26.584852
Gas,Ireland,IRL,2009,28.058996
Gas,Ireland,IRL,2010,30.663208
Gas,Ireland,IRL,2011,28.244791
Gas,Ireland,IRL,2012,28.007269
Gas,Ireland,IRL,2013,27.074465
